agendaItem,date,development,Issue,section,zone,address,result,berniceRadle,thomasDearing,janiceMckinnie,jamesLewis,anthonyDiina,details,meetingId,agendaLink
9037,,Construct Two Buildings,Parking Not Permitted In Interior Side Yard,,N-2C,874 Seneca Street (Combining 856-874 Seneca),,,,,,,,,
9038,,Permit Parking Pad,Parking Not Permitted In Front Yard,,N-3R,291 Summit Avenue,,,,,,,,,
9251,,Erect Building,In Excess Of Building Height And Parking Not Permitted In Corner Side Yards,,N-2E,47 East Amherst Street,,,,,,,,,
9252,,Permit Parking Pad,Parking Not Permitted In Front Yard,,N-3R,11 Norway Park,,,,,,,,,
9254,,Combine Lots and Erect Garage,In Excess Of Lot Width And Garage Must Be Set Back At Least 20 Feet From Front Facade Of Principal Building,,N-4-30,58 Goodyear Avenue,,,,,,,,,
9255,,Erect Addition,Accessory Structure Not Permitted In Front Yard,,N-1S,41 Chandler Street,,,,,,,,,
9255,,Erect Addition,In Excess Of Front Yard Setback,,N-1S,41 Chandler Street,,,,,,,,,
9255,,Erect Addition,Parking Not Permitted In Front Yard,,N-1S,41 Chandler Street,,,,,,,,,
9257,,Erect Addition,Deficient In Ground Floor Transparency D,,unknown,2090 Elmwood Avenue,,,,,,,,,
9258,,Erect Building,In Excess Of Residential Density,,N-3R,65 Northland Avenue,,,,,,,,,
9259,,Construct Parking Lot,Parking Not Permitted In Interior Side Yard,,N-3E,894 Kenmore Avenue,,,,,,,,,
9259,,Construct Parking Lot,Parking Not Permitted In Interior Side Yard,,N-3E,894 Kenmore Avenue,,,,,,,,,
9261,,Combine Lots,In Excess Of Lot Width,,N-2R,312 Normal Avenue,,,,,,,,,
9266,,Erect Building,In Excess Of Building Height,,N-2C,1020 Elmwood Avenue,,,,,,,,,
9266,,Erect Building,No More Than Two Lots May Be Combined For New Construction In Elmwood Village,,N-2C,1020 Elmwood Avenue,,,,,,,,,
9271,,New Construction of a Market Building and a Multifamily Residential Building,unknown,,unknown,201 Ellicott Street,,,,,,,,,
9271,,New Construction of a Market Building and a Multifamily Residential Building,unknown,,unknown,201 Ellicott Street,,,,,,,,,
9472,,Renovate Building,Deficient In Ground Floor Corner Side Facade Transparency,,N-2C,471 Elmwood Avenue,,,,,,,,,
9472,,Renovate Building,Deficient In Ground Floor Corner Side Facade Transparency,,N-2C,471 Elmwood Avenue,,,,,,,,,
9473,,Permit Parking Pad,Parking Not Permitted In Front Yard,,N-3R,367 Colvin Avenue,,,,,,,,,
9474,,Permit Parking Pad,Parking Not Permitted In Front Yard,,N-2R,502 West Delavan Avenue,,,,,,,,,
9475,,Combine Lots and Construct Parking Lot,In Excess Of Lot Width And Parking Not Permitted In Interior Side Yard,,N-2R,520 Seventh Street,,,,,,,,,
9475,,Combine Lots and Construct Parking Lot,In Excess Of Lot Width And Parking Not Permitted In Interior Side Yard,,N-2R,520 Seventh Street,,,,,,,,,
9476,,Erect House,Deficient In Build-To % And Carport Must Be Set Back At Least 20 Feet From Front Facade Of Principal Building,,N-2R,389 Fourteenth Street,,,,,,,,,
9477,,Erect Addition,Deficient In Building Height,,N-1C,22 Summer Street,,,,,,,,,
9477,,Erect Addition,Deficient In Rear Setback,,N-1C,22 Summer Street,,,,,,,,,
9477,,Erect Addition,In Excess Of Front Setback,,N-1C,22 Summer Street,,,,,,,,,
9482,,Erect Building,In Excess Of Interior Side Yard Setback,,N-3E,1597 Elmwood Avenue (And 709 Amherst St.),,,,,,,,,
9484,,Erect Addition,In Excess Of Front Setback,,N-1C,220 Lower Terrace,,,,,,,,,
9484,,Erect Addition,In Excess Of Front Setback,,N-1C,220 Lower Terrace,,,,,,,,,
9485,,unknown,Administrative Appeal Of Determination That Rear Yard Setback And Parking Are In Compliance With The Udo,,unknown,619 W. Delavan Avenue,,,,,,,,,
9485,,unknown,Administrative Appeal Of Determination That Rear Yard Setback And Parking Are In Compliance With The Udo,,unknown,619 W. Delavan Avenue,,,,,,,,,
9486,,unknown,"Administrative Appeal Of Determination That Building Coverage, Rear Yard Setback, And Parking Are In Compliance With The Udo",,unknown,621 W. Delavan Avenue,,,,,,,,,
9486,,unknown,"Administrative Appeal Of Determination That Building Coverage, Rear Yard Setback, And Parking Are In Compliance With The Udo",,unknown,621 W. Delavan Avenue,,,,,,,,,
9709,,Install Sign,In Excess Of Sign Area,,N-3E,2141 Delaware Avenue,,,,,,,,,
9710,,Permit Parking Pad,Parking Not Permitted In Front Yard,,N-2R,150 Harvard Place,,,,,,,,,
9711,,Permit Parking Pad,Parking Not Permitted In Front Yard,,N-2R,133 Baynes Street,,,,,,,,,
9712,,Permit Parking Pad,Parking Not Permitted In Front Yard,,N-3R,622 Parkside Avenue,,,,,,,,,
9713,,Install Sign,Sign Type Not Permitted,,N-2R,1058 Delaware Avenue,,,,,,,,,
9714,,Install Fence,Fence May Not Encroach Upon A Public Right-Of-Way,,N-3R,122 Melrose Street,,,,,,,,,
9715,,Permit Parking Pad,Parking Not Permitted In Front Yard,,N-2R,865 Richmond Avenue,,,,,,,,,
9716,,Install Curb Cut,In Excess Of Curb Cut Width,,N-1C,55 Chicago Street,,,,,,,,,
9717,,Install Curb Cut,In Excess Of Curb Cut Width,,D-IL,246 Dingens Street,,,,,,,,,
9949,,Permit Parking Pad,Parking Not Permitted In Front Yard,,N-2R,226 Hoyt Avenue,,,,,,,,,
9951,,Permit Outdoor Vehicle Sales and Storage Pods,Accessory Structures Not Permitted In Front Yard And Storage Pods Only Allowed As A Temporary Use,,N-3C,1082 Kenmore Avenue,,,,,,,,,
9951,,Permit Outdoor Vehicle Sales and Storage Pods,Accessory Structures Not Permitted In Front Yard And Storage Pods Only Allowed As A Temporary Use,,N-3C,1082 Kenmore Avenue,,,,,,,,,
9951,,Permit Outdoor Vehicle Sales and Storage Pods,Accessory Structures Not Permitted In Front Yard And Storage Pods Only Allowed As A Temporary Use,,N-3C,1082 Kenmore Avenue,,,,,,,,,
9951,,Permit Outdoor Vehicle Sales and Storage Pods,Accessory Structures Not Permitted In Front Yard And Storage Pods Only Allowed As A Temporary Use,,N-3C,1082 Kenmore Avenue,,,,,,,,,
9951,,Permit Outdoor Vehicle Sales and Storage Pods,Vehicle Sales Must Be Within A Fully Enclosed Building,,N-3C,1082 Kenmore Avenue,,,,,,,,,
9951,,Permit Outdoor Vehicle Sales and Storage Pods,Vehicle Sales Must Be Within A Fully Enclosed Building,,N-3C,1082 Kenmore Avenue,,,,,,,,,
9951,,Permit Outdoor Vehicle Sales and Storage Pods,Vehicle Sales Must Be Within A Fully Enclosed Building,,N-3C,1082 Kenmore Avenue,,,,,,,,,
9951,,Permit Outdoor Vehicle Sales and Storage Pods,Vehicle Sales Must Be Within A Fully Enclosed Building,,N-3C,1082 Kenmore Avenue,,,,,,,,,
9952,,Construct Parking Lot,In Excess Of Interior Side Yard And Parking Only Permitted In Rear Yard,,N-3E,867 Abbott Road,,,,,,,,,
9953,,Erect Building,In Excess Of Interior Side Yard Setback And Parking Only Permitted In Rear Yard,,N-3C,1597 Elmwood Avenue (And 709 Amherst St.),,,,,,,,,
9954,,Permit Parking Pad,Parking Not Permitted In Front Yard And In Excess Of Curb Cut Width,,N-2R,138 Highland Avenue,,,,,,,,,
9955,,Construct Parking Lot,Parking Only Permitted In Rear Yard,,N-2R,136 North Pearl Street,,,,,,,,,
9956,,Erect Building,Deficient In Rear Yard Setback And Deficient In Total Side Yards,,N-2R,129 West Avenue,,,,,,,,,
9957,,Erect Addition,Deficient In Transparency Corner Side Facade,,N-1D,1 Seneca Street (West Clubhouse),,,,,,,,,
9957,,Erect Addition,Deficient Transparency Front Facade,,N-1D,1 Seneca Street (West Clubhouse),,,,,,,,,
9957,,Erect Addition,In Excess Of Corner Side Facade Blank Wall Width,,N-1D,1 Seneca Street (West Clubhouse),,,,,,,,,
9957,,Erect Addition,In Excess Of Front Facade Blank Wall Width,,N-1D,1 Seneca Street (West Clubhouse),,,,,,,,,
9957,,Erect Addition,In Excess Of Window Sill Height,,N-1D,1 Seneca Street (West Clubhouse),,,,,,,,,
9957,,Erect Addition,Main Entrance Must Be Located On Front Facade,,N-1D,1 Seneca Street (West Clubhouse),,,,,,,,,
17-1558,,Install an Electronic Messaging Center/Pole Sign,Electronic Messaging Centers Not Permitted In Zone,,N-3E,91 Dakota Street,,,,,,,,,
17-1558,,Install an Electronic Messaging Center/Pole Sign,In Excess Of Permitted Sign Area,,N-3E,91 Dakota Street,,,,,,,,,
17-1558,,Install an Electronic Messaging Center/Pole Sign,Pole Sign Type Not Permitted,,N-3E,91 Dakota Street,,,,,,,,,
17-1559,,Install Awning Sign,In Excess Of Permitted Total Sign Area,,N-3C,3124 Bailey Avenue,,,,,,,,,
17-1738,,Establish a Slaughterhouse,Use Not Permitted In Zone,,N-3E,822 Walden Avenue,,,,,,,,,
17-1816,,Construct Four Residential Buildings,In Excess Of Permitted Building Width And Deficient In Rear Yard Setback,,N-3E/N-3R,695 Genesee Street,,,,,,,,,
17-1816,,Construct Four Residential Buildings,In Excess Of Permitted Building Width And Deficient In Rear Yard Setback,,N-3E/N-3R,695 Genesee Street,,,,,,,,,
17-1816,,Construct Four Residential Buildings,In Excess Of Permitted Building Width And Deficient In Rear Yard Setback,,N-3E/N-3R,695 Genesee Street,,,,,,,,,
17-1868,,Install Fence,In Excess Of Permitted Height And Barbed Wire Not A Permitted Fence Material,,D-ON,1000 Fuhrmann Blvd,,,,,,,,,
17-1868,,Install Fence,In Excess Of Permitted Height And Barbed Wire Not A Permitted Fence Material,,D-ON,1000 Fuhrmann Blvd,,,,,,,,,
17-2025,,Construct Addition to Existing Auto Repair Shop,"Deficient In Ground Floor Transparency, Front And Corner Side Facades",,N-3E,1235 Fillmore Avenue,,,,,,,,,
17-2025,,Construct Addition to Existing Auto Repair Shop,"In Excess Of Ground Floor Blank Wall Width, Front And Corner Side Facades.",,N-3E,1235 Fillmore Avenue,,,,,,,,,
17-2025,,Construct Addition to Existing Auto Repair Shop,"Not In Compliance With Front, Corner Side, And Rear Yard Setbacks",,N-3E,1235 Fillmore Avenue,,,,,,,,,
17-411,,Construction Of A Mixed Use Building,unknown,,N-3E,1140 Jefferson Avenue,,,,,,,,,
17-562,,Construct a four-story mixed-use building,unknown,,N-3E,1166 Jefferson Avenue,,,,,,,,,
18-1404,,"Construction of an approx, 9,000 sq ft Store",unknown,,unknown,1756 Genesee Street,,,,,,,,,
18-1774,,Renovate Building and Construct Addition for Multi-Unit Dwelling,unknown,,N-2R,67 North Street,,,,,,,,,
18-1775,,Construct Mixed Use Building,unknown,,N-2E,253 Virginia Street,,,,,,,,,
18-1775,,Construct Mixed Use Building,unknown,,N-2E,253 Virginia Street,,,,,,,,,
18-1775,,Construct Mixed Use Building,unknown,,N-2E,253 Virginia Street,,,,,,,,,
18-2069,,Construct Single-Unit Dwelling,In Excess Of Garage Setback,,N-3R,152 Purdy Street,,,,,,,,,
18-2069,,Construct Single-Unit Dwelling,In Excess Of Garage Setback,,N-3R,152 Purdy Street,,,,,,,,,
18-370,,Install Sign,Monument Sign Not Permitted,,N-3R,91 Lisbon Avenue,,,,,,,,,
18-371,,Install a Fence,In Excess Of Permitted Height And Barbed Wire Not Permitted,,D-ON,Rehearing,,,,,,,,,
18-371,,Install a Fence,In Excess Of Permitted Height And Barbed Wire Not Permitted,,D-ON,1000 Fuhrmann Blvd,,,,,,,,,
18-372,,Construct Fence,In Excess Of Permitted Height,,N-2R,348 Ashland Avenue,,,,,,,,,
18-373,,Install Signage,In Excess Of Permitted Sign Area Per Right-Of-Way Frontage,,N-3C,1018 Broadway,,,,,,,,,
18-571,,Install a Monument Sign that Includes an Electronic Messaging Center,Electronic Messaging Center Not Permitted In Zone,,N-2E,70 Chalmers Avenue,,,,,,,,,
18-571,,Install a Monument Sign that Includes an Electronic Messaging Center,In Excess Of Permitted Height For Monument Sign,,N-2E,70 Chalmers Avenue,,,,,,,,,
18-572,,Install Fence,Fence May Not Encroach Upon A Public Right-Of-Way,,N-2R,6 Claremont Avenue,,,,,,,,,
18-573,,Install a Fence,In Excess Of Permitted Height And Barbed Wire Not Permitted,,D-ON,1000 Fuhrmann Blvd.,,,,,,,,,
18-769,,Construct a Single-Unit Dwelling,Residential Driveway May Only Be A Single-Lane And Garage Must Be Set Back At Least 20 Feet From The Front Facade,,N-3R,36 Longnecker Street,,,,,,,,,
18-769,,Construct a Single-Unit Dwelling,Residential Driveway May Only Be A Single-Lane And Garage Must Be Set Back At Least 20 Feet From The Front Facade,,N-3R,36 Longnecker Street,,,,,,,,,
18-949,,Establish Vehicle Sales Use,Use Not Permitted In Zone,,N-3R,337 North Ogden Street,,,,,,,,,
18-949,,Establish Vehicle Sales Use,Use Not Permitted In Zone,,N-3R,337 North Ogden Street,,,,,,,,,
18-950,,Construction Of 5 Multiple-Unit Dwellings And 39 Town Homes And A Major Subdivision,unknown,,unknown,129 Holden Avenue,,,,,,,,,
19-1185,,Construct Attached Garage with Roof Deck,Deficient In Garage Setback And Deficient In Roof Deck Setback,,N-3R,83 Doyle Avenue,,,,,,,,,
19-1185,,Construct Attached Garage with Roof Deck,Deficient In Garage Setback And Deficient In Roof Deck Setback,,N-3R,83 Doyle Avenue,,,,,,,,,
19-1186,,Request for a Rehearing,unknown,,unknown,865 Richmond Avenue,,,,,,,,,
19-1187,,Permit Parking Pad,Parking Not Permitted In Front Yard,,N-2R,76 Norwood Avenue,,,,,,,,,
19-1188,,Renovate Building and Erect Addition,In Excess Of Front Setback And Parking Not Permitted In Front Yard,,N-1S,766 Hertel Avenue,,,,,,,,,
19-1572,,Request for an Extension,unknown,,unknown,253 Virginia Street,,,,,,,,,
19-448,,Install a Parking Pad,Parking Not Permitted In Front Yard,,N-2R,149 Bird Avenue,,,,,,,,,
19-448,,Install a Parking Pad,Parking Not Permitted In Front Yard,,N-2R,149 Bird Avenue,,,,,,,,,
19-449,,Construct Building,Deficient In Upper Floor Transparency,,N-3E,1200 Jefferson Avenue,,,,,,,,,
19-449,,Construct Building,In Excess Of Building Height,,N-3E,1200 Jefferson Avenue,,,,,,,,,
19-449,,Construct Building,In Excess Of Building Width,,N-3E,1200 Jefferson Avenue,,,,,,,,,
19-449,,Construct Building,In Excess Of Corner Side Yard Setback,,N-3E,1200 Jefferson Avenue,,,,,,,,,
19-449,,Construct Building,In Excess Of Impervious Coverage,,N-3E,1200 Jefferson Avenue,,,,,,,,,
19-449,,Construct Building,In Excess Of Lot Width,,N-3E,1200 Jefferson Avenue,,,,,,,,,
19-449,,Construct Building,Parking Not Permitted In Corner Side Yard,,N-3E,1200 Jefferson Avenue,,,,,,,,,
19-450,,Construct Restaurant,In Excess Of Permitted Interior Side Yard,,N-3E,2200 South Park Avenue,,,,,,,,,
19-450,,Construct Restaurant,In Excess Of Permitted Interior Side Yard,,N-3E,2200 South Park Avenue,,,,,,,,,
